title,desc
"Imbas 1 Pedagang Positif Corona, Pasar Bogor Ditutup Sementara","Seorang pedagang di Pasar Bogor, Kota Bogor terkonfirmasi positif Corona, setelah menjalani pemeriksaan swab PCR di Mobile Laboratory milik BIN, Senin 11 Mei 2020."
Mendagri Minta Bekasi dan Karawang Buat Terobosan Penanganan Covid-19,Mendagri mencontohkan beberapa negara yang telah melakukan terobosan terkait penanganan Covid-19.
Pemprov DKI: Kumpul Lebih 5 Orang Saat PSBB Bisa Kena Denda Rp 250 Ribu,Untuk pemberian sanksi tersebut akan dilakukan oleh Satuan Polisi Pamong Praja dan dapat didampingi pihak Kepolisian.
5 Hal Terkait Pengoperasian Kembali Terminal Pulo Gebang di Masa PSBB,Pelayanan bus di Terminal Pulo Gebang hanya untuk masyarakat yang memiliki kepentingan perjalanan yang dikecualikan selama penerapan PSBB.
VIDEO: PSBB di Kota Bogor Bakal Diperpanjang hingga 26 Mei 2020,"Penerapan Pembatasan Sosial Berskala Besar (PSBB) untuk wilayah Kota Bogor, Jawa Barat diusulkan untuk diperpanjang selama 14 hari lagi. Pemberlakuan PSBB tahap tiga dimulai 13 Mei hingga 26 Mei 2020."
ASN Pemkot Tarakan Berhasil Kumpulkan Donasi Rp 392 Juta untuk Penanganan Covid-19,Semangat gotong royong melawan pandemi virus corona atau Covid-19 ditunjukkan oleh Aparatur Sipil Negara (ASN) di lingkungan Pemerintah Kota Tarakan.
"Daftar 31 Calon Dubes RI yang Diajukan Jokowi ke DPR, Ada Politikus hingga Menteri Era SBY","Dari sejumlah nama yang ada, terdapat mantan Dirut Metro TV Suryopratomo sebagai Calon Dubes LBBP RI untuk Republik Singapura."
Gugus Tugas: Tingkat Hunian Rumah Sakit Rujukan Covid-19 di Jakarta Turun,Hal itu menunjukkan bahwa jumlah pasien yang sembuh makin banyak dan pasien baru yang membutuhkan perawatan semakin sedikit.
Pemprov Lampung Apresiasi Partisipasi Swasta Hadapi Covid-19 di Tengah Minimnya Anggaran,"Penanganan Covid-19 tidak bisa dikerjakan sendiri oleh pemerintah, tetapi secara bersama-sama termasuk dunia usaha dan masyarakat."
"FOTO: Cegah Corona, Calon Penumpang Pakai APD di Bandara Soetta",Sejumlah calon penumpang pesawat menggunakan alat pelindung diri (APD) di Terminal 3 Bandara Soekarno-Hatta (Soetta) untuk melindungi diri dari penularan virus corona COVID-19.
"Kemenag Usul ke DPR, Kepastian Pelaksanaan Haji 2020 Ditentukan 20 Mei 2020","Menurut Zainut, batas waktu tersebut diperlukan agar pemerintah punya persediaan waktu untuk persiapan dan pelaksanaan ibadah haji 2020."
"2 Hari Pelonggaran Transportasi, Terminal Pulogebang Tetap Sepi Penumpang","Sumiati mengatakan, dalam dua hari pelonggaran perjalanan bus AKAP, baru empat penumpang yang diberangkatkan melalui PO Sinar Jaya."
"VIDEO: Viral, Tangan Bergerak dari Dalam Peti Mati",Viral video penampakan tangan bergerak dalam peti mati saat sedang berlangsung pemberian doa di pemakaman. Belum ada keterangan resmi dari pihak keluarga.
"Sidak 2 Terminal di Jaktim, Doni Monardo Apresiasi Kepatuhan Warga Tak Mudik",Doni ingin membuktikan laporan yang menyebut banyak warga memanfaatkan celah untuk tetap mudik di tengah pandemi corona.
Bayi 3 Bulan Pasien Positif Corona di Kabupaten Bogor Dinyatakan Sembuh,Bayi yang saat datang ke RS dalam kondisi batuk dan demam itu kini dinyatakan sembuh dari corona Covid-19 setelah dua kali tes swab.
Pemkot Bekasi Lakukan Tes Swab Corona di 12 Pasar dan 2 Pertokoan,Wali Kota Bekasi menyayangkan masih banyaknya warga yang tidak mengenakan masker saat beraktivitas di pasar.
TNI Kibarkan Bendera Setengah Tiang untuk Djoko Santoso Selama 7 Hari,Pemakaman Djoko Santoso dilakukan secara militer dan dipimpin langsung Panglima TNI Marsekal Hadi Tjahjanto.
"Pemprov DKI Jakarta Tes PCR 2.886 Spesimen, 182 Dinyatakan Positif Corona","Secara kumulatif, Pemprov DKI telah melakukan tes PCR sebanyak 83.394 sampel."
"Warga Kurang Patuhi PSBB, 4 Jalan Protokol di Cirebon Ditutup Sementara","Penutupan jalan protokol tersebut dilakukan Tim Gugus Tugas, karena di daerah tersebut masyarakat kurang mematuhi aturan social distancing."
Wapres Sebut Pemerintah Sudah Siapkan Program Penanggulangan Corona,"Menurut Wapres Ma'ruf Amin, pemerintah memiliki tiga fokus utama dalam penanggulangan Corona Covid-19."
1. 213 Surat Izin Keluar Masuk Jakarta Diterbitkan,Pembuatan SIKM merupakan pelaksanaan dari Peraturan Gubernur Nomor 47 Tahun 2020 Tentang Pembatasan Berpergian Keluar dan atau Masuk Provinsi Daerah Khusus Ibukota Jakarta Dalam Upaya Pencegahan Penyebaran Covid-19.
Empat ABK WNI di Kapal Long Xing Tak Meninggal di Waktu yang Sama,"ABK WNI meninggal dunia karena penyakit misterius yang memiliki ciri-ciri sama, yakni badan membengkak, sakit pada bagian dada, dan sesak napas."
Salurkan Donasimu di Konser Amal Satu Indonesia Malam Ini di SCTV dan Indosiar,"EMTEK menghadirkan 300 artis ternama untuk memeriahkan konser ini. Menariknya, para artis ini tampil secara sukarela tanpa menerima honor."
DPR: Pandemi Covid-19 Tak Bisa Dijadikan Alasan Tidak Bayar THR,"Saleh menuturkan, THR harus dibayar paling lambat 7 hari sebelum lebaran sesuai dengan ketentuan."
340 Ribu Anggota Polri Kawal Penerapan The New Normal,340 ribu aparat keamanan itu berjaga di empat provinsi dan 25 kabupaten/kota yang sudah ditentukan.
FOTO: Jokowi Tinjau Kesiapan Prosedur New Normal di Stasiun MRT,Presiden Jokowi pagi ini melakukan peninjauan ke Stasiun MRT Bundaran Hotel Indonesia (HI) dalam rangka untuk melihat kesiapan penerapan prosedur standar New Normal di area fasilitas publik.
Skenario Pengaturan Buka Tutup Mal bila The New Normal Diterapkan,"Hadi mengatakan, pusat perbelanjaan yang akan dibuka untuk masyarakat nantinya akan tetap diatur oleh pemerintah."
Anies: Perpanjangan PSBB Jakarta Tergantung Perilaku Masyarakat,"Anies menegaskan, bila masyarakat tidak mematuhi aturan yang telah ditetapkan, akan ada kemungkinan PSBB Jakarta dapat diperpanjang."
"Pemerintah: Disiplin Pakai Masker, Penularan Covid-19 Bisa Turun hingga 1 Persen","Bahkan, orang tanpa gejala (OTG) sangat rentan menularkan virus Corona Covid-19 apabila tidak memakai masker dan berada di lingkungan masyarakat."
Kemenkumham Pastikan Penghuni Rutan Pondok Bambu Bebas Corona Covid-19,"Rika menyebut, dari hasil rapid test dan PCR, ada yang menunjukan hasil positif Covid-19."
"New Normal, TNI-Polri Awasi 1.800 Titik Keramaian di 4 Provinsi","Menurut Panglima TNI, aparat keamanan tersebut akan berjaga di sejumlah titik-titik keramaian, seperti mal, pasar, hingga tempat wisata."
TNI Akan Awasi Disiplin Masyarakat Terkait Protokol Kesehatan,"Panglima TNI Marsekal Hadi Tjahjanto menuturkan, semua masyarakat akan kita awasi."
Bamsoet: Pemulihan Ekonomi Bisa Dimulai Jika Menang Lawan Covid-19,"Menurut Bamsoet, PSBB yang terus meluas dan berkepanjangan telah menimbulkan dampak sangat serius pada sektor perekonomian nasional."
Menko PMK: Pembukaan Sekolah dan Pasar Tergantung Jumlah Kasus Covid-19,"Untuk itu, Muhadjir pun meminta agar masyarakat mematuhi protokol pencegahan virus corona selama masa Pembatasan Sosial Berskala Besar (PSBB)."
RS Darurat Wisma Atlet Rawat 885 Pasien Terkait Covid-19,Sebanyak 670 pasien positif virus Corona Covid-19 dirawat di Rumah Sakit Darurat Wisma Atlet.
"Jubir: Update Corona per Minggu 10 Mei, ODP 248.690 dan PDP 248.690 Orang",Kasus positif Corona Covid-19 sendiri saat ini sudah tersebar di 34 pronvisi dan 373 kabupaten/kota.
Begini Cara Miliki SIKM Agar Bisa Keluar Masuk Jakarta di Tengah Pandemi Corona,SIKM merupakan surat yang diberikan sebagai dispensasi untuk dapat melakukan kegiatan bepergian keluar dan/atau masuk Jakarta selama Corona masih ditetapkan sebagai bencana nasional.
"Ingin Kembali ke Ibu Kota, Ini Cara Mengajukan Surat Izin Keluar Masuk Jakarta",Anies mengharapkan Jakarta tidak kembali pada posisi jumlah pasien Covid-19 naik seperti bulan Maret 2020.
"Dirawat di RSPAD, Eks Menkes Siti Fadilah Negatif Covid-19",Kabag Humas dan Protokol Direktorat Jenderal Pemasyatakatan (Ditjen PAS) Rika Apriyanti menyebut bahwa Siti Fadilah yang menjalani masa pidana di Rutan Pondok Bambu itu dilarikan ke RSPAD Gatot Soebroto pada 20 Mei 2020 lantaran penyakit asma.
Gugus Tugas: Data Kasus Covid-19 di Indonesia Susah Ditebak dari Hari ke Hari,"Terkadang penambahan kasus relatif sedikit, namun di hari berikutnya terjadi peningkatan dengan jumlah cukup banyak."
Panglima TNI Pimpin Upacara Militer Pemakaman Djoko Santoso,"Prosesi pemakaman sendiri tetap mengikuti standart protokol kesehatan, untuk mengantisipasi dan mencegah penyebaran Covid-19."
Manajemen Informasi Kunci Agar Kurva Kasus Covid-19 Landai,Hamdi menyebut ada sejumlah indormasi yang berlebihan dan tergolong menakut-nakuti sehingga membuat psikologis masyarakat terganggu.
FOTO: Suasana Terkini Terminal Bus Kampung Rambutan,"Pelayanan Bus AKAP belum dioperasionalkan di Terminal Kampung Rambutan, meskipun pemerintah telah mengizinkan kembali angkutan umum beroperasi keluar masuk wilayah Jabodetabek."
Jokowi Kerahkan TNI-Polri di 4 Provinsi Secara Masif untuk Disiplinkan Warga,Jokowi meninjau kesiapan penerapan prosedur standar new normal (normal baru) di Stasiun MRT Bundaran Hotel Indonesia (HI).
"Imbas Pemeriksaan SIKM, Tol Dawuan hingga Karawang Barat Padat hingga Pagi Ini","Indra mengatakan kepadatan sejauh 3 kilometer tersebut terjadi lantaran adanya penyekatan di Km 47. Kemacetan sekitar pukul 02.00 WIB itu, sebutnya, terjadi hingga Km 50."
Jokowi Cek Kesiapan Penerapan New Normal di Stasiun MRT Bundaran HI,"Berdasarkan pantauan dari Youtube Sekretariat Presiden, Jokowi tiba di Stasiun MRT Bundaran HI sekitar pukul 08.43 WIB."
Demokrat Minta Pemerintah Tidak Kembalikan Siti Fadillah Supari ke Rutan Pondok Bambu,Andi ingin Menteri Hukum dan HAM Yassona Laolay menggunakan diskresinya agar tidak mengembalikan Fadillah ke Rutan Pondok Bambu.
"Sudah 87.014 Warga Jakarta Ikuti Rapid Test, 3.480 Positif Covid-19",Rapid test Corona Covid-19 ini sudah dilaksanakan sejak akhir Maret 2020.
Ditjen PAS Sebut Wawancara Siti Fadilah oleh Deddy Corbuzier Menyalahi Aturan,"Rika menyebut, wawancara yang dilakukan Deddy dengan Siti Fadilah Supari tak diketahui oleh pihak Rumah Tahanan (Rutan) Pondok Bambu."
Jasa Marga: Lalu Lintas Karawang Barat KM 47 Arah Jakarta Padat,Akun Twitter Jasa Marga menjelaskan alasan terjadi kepadatan lalu lintas pagi ini.
"Top 3 News: Hari Kedua Lebaran, 240 Orang Sembuh dari Covid-19","Top 3 news hari ini, 240 pasien Corona Covid-19 hingga Senin, 25 Mei 2020 dinyatakan sembuh dan akhirnya negatif."
Polda Metro Berencana Terapkan Pasal Pungli Terkait OTT Libatkan Rektor UNJ,"Yusri menyampaikan, hingga kini pihaknya masih mendalami serta mempelajari rekonstruksi kasus tersebut"
"Bupati Bogor: 2 Hari Lebaran, Tak Ada Penambahan Kasus Corona Covid-19","Hingga Senin malam, ada 180 pasien Covid-19 di Kabupaten Bogor, 40 orang di antaranya sudah dinyatakan sembuh, dan 12 orang lainnya dilaporkan meninggal."
"Pegawai RSUD Cilegon Positif Corona Covid-19, 123 Orang Isolasi Mandiri",Pria yang bekerja di RSUD Cilegon itu dikategorikan sebagai pasien Orang Tanpa Gejala (OTG) Covid-19.
BP2MI: Pekerja Migran Indonesia Adalah Warga VVIP,"Ketua Badan Perlindungan Pekerja Migran Indonesia (BP2MI), Benny Rhamdani mengaku berkomitmen melindungi pekerja migran meskipun di masa pandemi Covid-19."
"AP II: Penumpang di Bandara Soetta Meningkat, Tapi Tak Membeludak","Pengelola Bandara Internasional Soekarno Hatta, PT Angkasa Pura (AP) II, mengklaim tidak ada lonjakan penumpang yang signifikan pascaberlakunya Surat Edaran (SE) dari Kemenhub."
Polisi Periksa 4 Tahanan Terkait Bullying Ferdian Paleka,"Polisi mengatakan, salah seorang tahanan yakni GA alias Iges geram melihat ulah dari Ferdian Paleka Cs yang membagi-bagikan bingkisan berisi sampah."
BP2MI: 34 Ribu Pekerja Migran Akan Pulang ke Indonesia Mei-Juni 2020,"Untuk mengantisipasi lonjakan kepulangan pekerja migran tersebut, BP2MI melakukan berbagai upaya di antaranya menerapkan protokol kesehatan di tiap pintu masuk atau debarkasi kepulangan."
Ini Tahanan Perekam dan Pembully Ferdian Paleka Cs,"Youtuber Ferdian Paleka dan kawan-kawannya menjadi korban perundungan atau bullying oleh sejumlah tahanan di Polrestabes Bandung, Jawa Barat."
Sobat Ambyar: Didi Kempot Mewakili Anak Muda Patah Hati,Binti Nikmatul Afdila mengaku sudah mendengar lagu-lagu campur sari milik 'The God Father of Broken Heart' Didi Kempot sejak masih duduk di bangku SD.
Ini Prosedur Kepulangan Pekerja Migran di Tengah Pandemi Corona Covid-19,BP2MI akan membantu memperlancar kepulangan pekerja migran sampai ke daerah asal.
Fakta-Fakta Bullying Ferdian Paleka di Rutan Polrestabes Bandung,"Video perundungan Ferdian Paleka bahkan viral di media sosial. Tak hanya diminta scout jump, pemuda 21 tahun tersebut juga diminta untuk mengakui perbuatannya salah."
"Gempa Hari Ini Guncang Maluku, Ambon, Sukabumi dan NTT","BMKG melaporkan gempa magnitudo 5,1 terjadi di wilayah Maluku, Tenggara Barat."
5.768 Keluarga di Serang Mendapat Kucuran Bansos Tunai Perdana,"Menteri Sosial (Mensos) Juliari P Batubara menyerahkan bantuan sosial (bansos) tunai senilai Rp600 ribu kepada 5.768 keluarga penerima manfaat (KPM) di Kota Serang, Banten."
Nasdem Salurkan Sembako untuk 6 Ribu KK di Kepulauan Seribu,Idris menyebut pandemi corona menghantam perekonomian masyarakat Kepulauan Seribu.
"4 Orang Positif, Sukaraja Bogor Masuk Zona Merah Covid-19","Dengan demikian, 19 kecamatan di Kabupaten Bogor masuk dalam zona merah COVID-19, sesuai domisili masing-masing pasien COVID-19."
Erick Thohir Cek Kesiapan Laboratorium PCR di RS PHC Surabaya Percepat Penanganan Covid-19,Dalam kunjungannya Erick Thohir yang didampingi Direktur Utama Pelindo III Doso Agung dan Direktur Utama RS PHC Abdul Rofid Fanany memastikan seluruh peralatan laboratorium tersebut bisa bekerja dengan baik.
Polrestabes Bandung Tak Izinkan Tahanan Terima Makanan Usai Bully Ferdian Paleka,Youtuber Ferdian Paleka dan dua temannya mengalami perundungan di rumah tahanan Polrestabes Bandung.
Akal Bulus Ferdian Paleka Kelabui Polisi selama Pelarian,Aksi konyol Youtuber Ferdian Paleka yang membagi-bagikan bingkisan sampah ke beberapa transgender sempat viral di media sosial dan menuai banyak kecaman.
"Usai Jadi Korban Bully, Ferdian Paleka Cs Dipindah ke Ruang Tahanan Lain",Ferdian Paleka dipindah dari ruang tahanan sementara yang berada di dalam Polrestabes Bandung.
"Cegah Corona, Bima Arya Akan Buat Aturan Warga Harus Punya Suket Jika Naik KRL",Wali Kota Bogor Bima Arya tengah menyusun regulasi untuk mengatur warganya yang ingin menaiki KRL selama pembelakukan PSBB terkait pandemi Corona.
Wapres: Pandemi Covid-19 Berdampak pada Kehidupan Keagamaan,Fatwa-fatwa baru yang ditetapkan para ulama dilakukan untuk menyesuaikan dengan kondisi umat Islam yang terdampak pandemik covid-19.
FOTO: Pemeriksaan Kesehatan Kuda Penarik Delman Saat PSBB,Kegiatan dilakukan untuk memberi bantuan pakan dan pemeriksaan kesehatan serta pengambilan sampel guna menjaga kesehatan kuda delman yang tidak beroperasi saat PSBB Jakarta yang diberlakukan untuk memutus penyebaran  pandemi COVID-19
Perawat Tangguh Nani Suhartini Meninggal saat Berstatus PDP Corona,"Kabar duka kembali datang dari petugas medis pada pandemi Corona saat perawat di Rumah Sakit Sukmul Sisma Medika, Nani Suhartini meninggal dunia."
Bupati Bogor Usul Seleksi Calon Penumpang KRL Berdasar Sektor Usaha Kantornya,"Sebelumnya, 3 dari 325 penumpang Kereta Rel Listrik (KRL) yang menjalani tes swab PCR di Stasiun Bogor terindikasi positif terpapar virus Corona."
Jaksa Agung Rotasi Pejabat Eselon II dan III di Seluruh Indonesia,Promosi dari Jaksa Agung ini telah melalui proses panjang dan merupakan bagian dari upaya menjaga keberlangsungan eksistensi organisasi.
"Densus 88 Tangkap Terduga Teroris di Banten, Sita Majalah Jihad hingga Anak Panah","Detasmen Khusus (Densus) 88 Antiteror Polri menangkap seorang terduga teroris di Kelurahan Karaton, Kabupaten Pandeglang, Banten, pada Jumat 1 Mei 2020 lalu."
Pasien Rawat Inap RSD Corona Wisma Atlet Jadi 917 Orang pada Senin Malam,"Jumlah pasien rawat inap di RSD Corona Wisma Atlet kembali bertambah hingga pukul 20.00 WIB, Senin (4/5/2020)."
Kejaksaan Agung Periksa 3 Saksi dalam Dugaan Korupsi PT Danareksa Sekuritas,"Kejaksaan Agung RI memeriksa pejabat dan mantan pejabat PT Danareksa Sekuritas sebagai saksi, Senin (4/5/2020)."
3 Penumpang KRL Positif Corona Berdomisili di Jakarta dan Sukabumi,"Tiga penumpang Kereta Rel Listrik (KRL) yang dinyatakan positif Covid-19 akibat infeksi virus Corona berdomisili di luar Kota Bogor, Jawa Barat."
Jokowi Ajak Peserta KTT Non Blok Tingkatkan Solidaritas Politik Demi Lawan Corona,Jokowi mengajak para kepala negara dan pemerintahan negara Gerakan Non-Blok (GNB) untuk bersatu melawan wabah Corona.
"Motor Dipepet Penjambret di Tambora Jakbar, Wanita Muda Ini Tewas","Sejumlah warga berupaya melarikannya ke rumah sakit, namun, nyawa korban penjambretan itu tidak tertolong."
Jokowi Ikuti KTT Gerakan Non-Blok secara Virtual Bahas Penanganan Corona Covid-19,"Jokowi mengikuti Konferensi Tingkat Tinggi (KTT) Gerakan Non-Blok khusus membahas penanganan Corona Covid-19 dari Istana Kepresidenan Bogor, Senin (4/5/2020) malam."
"Beragam Ujaran Kebencian Saat Covid-19, Dari Hina Presiden hingga Menkes","Yusri mengatakan, para pelaku sebagian besar menggunakan akun anonim atau palsu untuk menyebarkan konten-konten yang bermuatan negatif ke media sosial."
Presiden Didesak Tolak Pembahasan Revisi UU Mahkamah Konstitusi,"Ia mengatakan, revisi UU MK tidak mendesak di tengah penanganan Covid-19 saat ini serta kental nuansa konflik kepentingan."
Pemprov DKI Sudah Tindak 841 Perusahaan Pelanggar PSBB Jakarta,Andri menegaskan sanksi yang diberikan kepada perusahaan dan buruh tersebut beragam.
Pemkot Semarang Mulai Distribusi Paket Sembako Covid-19 Bulan Mei kepada Masyarakat,Awal bulan Mei ini fokus pendistribusian yang dilakukan Pemkot Semarang merupakan paket bantuan dari pemerintah pusat sebanyak 10 ribu paket sembako.
VIDEO TOP 3: Rumah Youtuber Ferdian Paleka Digeruduk Warga,"Video Top 3 hari ini ada berita terkait publik dihebohkan dengan kabar diretasnya situs Tokopedia, rumah Youtuber Ferdian Paleka digeduruk warga, dan Donald Trump mengatakan AS akan siap memproduksi vaksin virus corona pada akhir tahun 2020."
Polri Sebut Angka Kejahatan Jalanan Masih Tinggi Selama Pandemi Corona,"Menurut Asep, untuk rentang Maret ke April 2020 pun angka kejahatan terpantau menurun sebesar 19,90 persen."
KPK: Perkara Harun Masiku Masih Berjalan,"Terkait dengan kabar yang menyebut Harun Masiku sudah meninggal, Ali tak berkomentar lebih jauh."
"Achmad Yurianto: Jaga Jarak Penting, Jangan Diabaikan","Yuri menyebut, sejak awal pemerintah sudah memberikan arahan kepada seluruh masyarakat agar tidak tertular Covid-19."
"Fraksi PKS: Kami Bukan Yes Man, Tapi Akan Dukung Program Presiden yang Bagus","Sebagai oposisi, PKS akan menjadi penyeimbang, bukan untuk menjatuhkan apalagi mendiskreditkan presiden."
Ratusan Warga Tangerang Terima Bansos Tunai Kemensos,"Direktur Jenderal Penanganan Fakir Miskin Asep Sasa Purnama menjelaskan, BST ini merupakan bagian perlindungan pemerintah kepada warga yang terdampak COVID-19."
Pendiri PAN: Banyak Tokoh Nasional Ingin Bergabung Partai Baru Amien Rais,"Yunus mengatakan, ide pembentukan partai baru ini merupakan permintaan kader yang melihat PAN sudah tak menjadi partai reformis."
Sandiaga Salurkan Sembako ke Pemukiman Tukang Becak di Bandung,"Sandiaga mengatakan, aksi kemanusiaan ini bagian dari langkah konkret para relawan di Jabar."
"Program Kartu Prakerja, Misbakhun: Wujudkan Janji Kampanye Jokowi",Misbhakun menegaskan tidak ada program kartu prakerja tersebut menjadi bancakan.
"Hadapi Tekanan COVID-19, Warga Semarang Jalankan Konsep Lumbung Kelurahan","Munculnya banyak dapur umum yang diinisiasi oleh berbagai masyarakat, menjadi sebuah respon positif masyarakat dalam mendukung program Lumbung Kelurahan."
Kemensos Bagikan Bansos Presiden Tahap Pertama di Tangsel,"Penyerahan bansos tersebut dilakukan oleh Sekjen Kemensos, Hartono Laras didampingi Wali Kota Tangsel Airin Rachmi Diany dan juga Forkopimda wilayah tersebut."
VIDEO: Penampakan Roy Kiyoshi Saat Diperiksa Penyidik,"Artis, paranormal, dan pembawa acara Roy Kurniawan atau Roy Kiyoshi masih diperiksa kasus penyalahgunaan Narkoba jenis Benzo. Roy ditangkap di rumahnya di Cengkareng Indah, polisi menyita 21 butir pil psikotropika jenis benzo."
Jaksa Agung Beri Masukan Agar PSBB Bisa Efektif Dijalankan,Burhanuddin meminta agar pemerintah bisa melakukan tindakan secara tegas kepada masyarakat yang tak mengindahkan seruan pembatasan fisik di kala penerapan PSBB.
Golkar: Kartu Prakerja Bisa Bantu Orang di Ponpes dan Sekolah Vokasi,"Dia menuturkan, tidak benar kalau pelatihan prakerja hanya dinikmati platform digital besar."
"Peduli Kesehatan Masyarakat, Bea Cukai Salurkan APD dan Paket Sembako di Makassar dan Gorontalo",Bea Cukai Makassar dan Bea Cukai Gorontalo secara sigap memberikan bantuan kepada masyarakat yang membutuhkan melalui aksi sosial.
FOTO: Area Baru Pemakaman Korban Covid-19 di TPU Pondok Ranggon,Lahan khusus pemakaman korban COVID-19 yang berlokasi di blok AA-1 sudah penuh sehingga pemakaman jenazah baru dilakukan di lahan sekitar BLAD 115.
"VIDEOGRAFIS: Tunda Mudik, Wujud Kasih Sayang untuk Keluarga","Dengan bersabar menahan rindu di perantauan, kita telah mengambil peran dalam memutus rantai penyebaran virus Covid-19. Kita tidak mudik karena kita sayang kepada keluarga."
Jubir Covid-19: Anggota Keluarga yang Boleh Keluar Rumah Adalah yang Paling Sehat,Mereka yang dari luar rumah diminta segera mencuci masker dan baju yang dikenakan untuk mencegah virus corona terbawa di pakaian.
"Butuh Uang di Tengah Wabah Corona Demi Jajan Anak, Kuli Bangunan Nekat Jadi Maling","Hermanto, kuli bangunan, nekat merampok rumah tetangga majikannya di Kalideres, Jakarta Barat, dengan mematikan aliran listrik karena himpitan ekonomi di tengah pandemi Corona."
"11 ABK Positif Corona, Angkasa Pura II Sebut Penanganan Sudah Sesuai Prosedur",Sebanyak 11 penumpang di dalam penerbangan repatriasi terdeteksi reaktif terhadap Covid-19.
Kisah Muhajirin Gaet Teman Kencan hingga Lakukan Penganiayaan di Tamansari Jakbar,"Kisah pertemuan Muhajirin dengan E diceritakan Kapolsek Tamansari Jakarta Barat, AKBP Abdul Ghafur saat Konferensi Pers, Jumat (8/5/2020)."
Saran Mantan Kepala BIN untuk Aparat Hadapi Pelanggar PSBB Corona,"Hendropriyono menilai, selama ini aparat TNI-Polri terlalu lunak dalam menghadapi pelanggar PSBB corona."
14 ABK Indonesia dari Kapal China Long Xing 629 Tiba di Bandara Soetta,"Ke-14 ABK tersebut diberangkatkan dari Bandara Incheon Seoul, Korea Selatan dengan menggunakan pesawat Garuda Indonesia dengan nomor penerbangan GA 0879."
"Lawan Covid-19, Bea Cukai Salurkan Donasi APD untuk Tenaga Kesehatan di Berbagai Kota",Bea Cukai terus bergerak secara aktif memberikan bantuan kepada masyarakat di berbagai daerah guna meringankan beban masyarakat yang terdampak pandemi Covid-19.
FOTO: Pencegahan Penyebaran Covid-19 Pada Taksi Daring,Pemasangan plastik pembatas antara pengemudi dengan penumpang tersebut bertujuan untuk mencegah penyebaran COVID-19 sehingga memberikan kenyamanan dan keamanan kepada pelanggan taksi daring.
PKS: Klaster Ketenagakerjaan RUU Cipta Kerja Penuh Masalah,"Kurniasih menilai, partisipasi masyarakat atau kelompok sosial kurang dilibatkan dalam pembahasan RUU Cipta Kerja."
Kapolda Kepri Irjen Andap Budhi Revianto Akan Jabat Irjen Kemenkum HAM,Kabar rotasi perwira tinggi Polri berhembus. Kapolda Kepri Irjen Andap Budhi Revianto dikabarkan akan menjabati posisi Inspektur Jenderal di Kementerian Hukum dan HAM.
Novel Baswedan Sebut Alasan Penyerangan Dirinya Karena Dendam Tidak Mendasar,"Novel melanjutkan, jika terdakwa menyerang  karena dendam atas tindak tanduknya memberantas korupsi, maka hanya masuk akal jika ada anggota Polri yang sedang praktek korupsi."
"Pria dengan Luka Punggung Tergeletak di Rawamangun, Korban Begal?",Polisi sedang penyelidikan terkait penemuan pria yang tergeletak dengan luka di bagian punggung.
Disnaker DKI: 153 Perusahaan dengan Izin Kemenperin Langgar Protokol Covid-19,"Jumlah tersebut tersebar di Jakarta Barat ada 20 perusahaan, kemudian 67 perusahaan di Jakarta Utara, 60 perusahaan di Jakarta Timur, dan 6 perusahaan di Jakarta Selatan."
Emtek Peduli Corona Distribusikan APD dan Masker untuk Tenaga Medis di Sejumlah Daerah,"Tercatat hingga Kamis, (30/4/2020), sudah terhimpun dana senilai Rp 11,4 miliar."
KPK Tahan 2 Tersangka Suap Perizinan di Lapas Sukamiskin,Deddy dijerat tersangka kasus dugaan suap perizinan di Lapas Sukamiskin karena diduga menerima imbalan dari terpidana kasus Alkes Tubagus Chaeri Wardhana alias Wawan.
Politikus Golkar: Kebijakan Jokowi Soal Kartu Prakerja Harus Didukung,"Menurut dia, program kartu prakerja merupakan realisasi janji kampanye Pilpres 2019."
Obat Herbal yang Diedarkan Satgas Lawan Covid-19 DPR Kantongi Izin BPOM,Obat herbal tersebut diberikan secara gratis kepada pasien positif corona Covid-19 baik yang dirawat di RS maupun isolasi mandiri.
"Menag: Kalau Sayang Keluarga, Jangan Mudik","Menurut Menag andaikata saat ini mudik, maka mesti dikarantina terlebih dahulu selama dua minggu."
FOTO: Mantan Kalapas Sukamiskin dan Seorang Pengusaha Ditahan KPK,"Mantan Kalapas Sukamiskin periode 2016 hingga Maret 2018, Deddy Handoko ditahan KPK terkait kasus dugaan suap pemberian fasilitas dan kemudahan izin keluar di Lapas Sukamiskin"
"Pandemi Corona, UMKM Diminta Manfaatkan Kemudahan Pinjaman di Bank","Saat ini, baru sekitar 41 juta UMKM yang terhubung dengan lembaga perbankan untuk mendapatkan akses kredit."
Novel Baswedan Sebut Cairan untuk Menyerangnya Bisa Melepuhkan Beton,Novel menyangkal isi dakwaan Rahmat Kadir dan Ronny Bugis yang disebutkan bahwa cairan yang digunakan untuk menyerang matanya adalah air aki.
FOTO: Melihat Suasana Terkini Bandara Soekarno Hatta,Dibatalkannya sebagian besar penerbangan akibat adanya pembatasan moda transportasi guna mencegah penyebaran Corona menyebabkan kondisi Bandara Soekarno Hatta jauh lebih sepi dibanding biasa.
